Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,comment,sentiment
50,50,50,semangat bocan dikit lagi 100k subs,netral
51,51,51,itu di mana ya kkriviu hotel yg elit dekat bandara donk kk,netral
52,52,52,keren sekali bocan,netral
53,53,53,daerah mana,netral
54,54,54,setujuu kak breakfast nya tentrem gk ada dua,netral
55,55,55,kereeeeennnnnnn bgt ,netral
56,56,56,hotel impian bangett nih bocandoain bulan ini bisa staycation disini yaa,netral
57,57,57,thanks ya mbak  liputannya berguna bgt hotel solo mbak plis  tengkiu,positif
58,58,58,se mlm brp yaaku kok pengen yg paling  murah brp ya se mlm,netral
59,59,59,alhamdulillah dah pernah ,netral
60,60,60,ga kebayang pas clear up abiss breakfast ,positif
61,61,61,satu kekurangan tentrem ini lorong bawah tana utk parking nya gak jelas gak dikasih petunjuk dan jarang ada petugas,netral
62,62,62,boleh lah kapan kapan nginep,netral
63,63,63,itu breakpst udah termasuk harga inap 1malam inclued eksclued,netral
64,64,64,setiap hari saya lewat sana kak soal nya rumah saya deket sana,netral
65,65,65,itu hote lokasi tepatnya di jl apa ya,netral
66,66,66,tarif harganya permalam berapa,netral
67,67,67,keren banget ya hotel nya,netral
68,68,68,di sini depositnya berapanya kak,netral
69,69,69,sayang banget ga ada bathtab,netral
70,70,70,sukses terus kakk  makasi dah bagi2 ilmu ,netral
71,71,71,keren bngtt  tpi harga nya mahal bngt  semalem harganya 16 jt an,netral
72,72,72,ingatsemarang bukan kaleng2 ya boss,netral
73,73,73,jepara hadir gas kesana,netral
74,74,74,aku pernah ke situ baguss banget deh,netral
75,75,75,kokolam yg familiar buat fans trio bobrok,positif
76,76,76,trims bocan makasih ya atas detailnya,netral
77,77,77,tempat aku kerjawkwkwk,netral
78,78,78,mewah banget hotel nya,netral
79,79,79,mbak itu harga hotel nya berapa soal nya mau cobain tidur di situ,netral
80,80,80,kerenn banget hotelnya semoga bisa nginep disitu,netral
81,81,81,perabotannya dari hpl yg kesannya jd kayak hotel low budget,netral
82,82,82,mantappp ,netral
83,83,83,ko murah ya beneran ini 15 per mlm ini hrg via travel online atau walking guest,netral
84,84,84,aku org semarang belom kesinitapi ke mallnya udah beberapa kali baguss ,netral
85,85,85,boleh juga yg mau cari parfum branded dan non branded bisa hubungi saya yoo teman2 di semarang,netral
86,86,86,brp semalem,netral
87,87,87,minimalist ya kak warna kayu aman bocan pakai kamera apa kak tks jk dijawab ,netral
88,88,88,rewiew hotel di tawangmangu dong kak daerah karanganyarsolo,netral
89,89,89,next destination,netral
90,90,90,sayangnya dulux ga pke bathtub novotel aja ada bathup nya,netral
91,91,91,itu yg tukang parkirnya temen saya kakatolong dikasih tau sop nya kaka,netral
92,92,92,coba donk ka nginep nginep di kota tasikmalaya asik asik dan saran hotel antara horison  santika  fave hotel,netral
93,93,93,temenku kerja di sini,netral
94,94,94,ada yg tau gakparfum ruangan di lobi tentrem pakai aroma apa ,netral
95,95,95,keren bgt hotel nyadan mbak riview  nya sangat detil sy sangat suka sekali sukses trs yothanks,netral
96,96,96,suaranya microponic enak bgt detail kalau jelasin apa apa dan slalu bkin mupeng,netral
97,97,97,bocann boleh share nomor kamar berapa yang viewnya corner itu biar nanti kalo pas sempet nginep bisa request kamar yang viewnya dobel kayak bocannn ,netral
98,98,98,saya yang supply lampunyaaa hehehh,netral
99,99,99,sejak pertama kali lihat ulasan bocan di banyuwangi btw bocan sudah 2x road trip bali pengen banget ,netral
100,100,100,kebiasaan gedung di indonesia pedestrian pejalan kaki tuh kek kurang diperhatikan,netral
101,101,101,permlm brp y,netral
102,102,102,keren bangetkak ada facebook gak kebetulan saya punya grup di facebookgrup khusus hotelnama grupnya info hotel  penginapan jawa tengahmungkin bisa posting review juga di grup saya kakterima kasih,netral
103,103,103,terima kasih liputannya bocankeren banget hotelnya juga informasi bocan nyakalo di solo belum pernah di review ya hotel2nyaada info gak bocan hotel yg ada mini pantri nya  supaya bisa masak2 sendiri maksudnya makasih banyak ya bocan,netral
104,104,104,assalamualaikum  shollu alaih  sukses untuk channel nya aaamiin yaa robb selamat siang ,netral
105,105,105,pengambilan video pakai berapa resolusinya kak  108060fps apa 4k,netral
106,106,106,kolam renangnya asyikbangeeeeet  paling murah rate 15,netral
107,107,107,hotel tentrem ini klo gk salah punya e sidomuncul ya,netral
108,108,108,keren n bagus y kakak komunikatif bingit jd g bosen nontonya lucu dan engga dibuat buat juga hehehe kontenya jg bermanfaat thx kak jd rencana mau dijadwalkan kesana meski org semarang sendiri,netral
109,109,109,sbulan lalu  nginep di tentrem ada putri dyungnya tu kolam renangnya,netral
110,110,110,xie xie cici bocan ,netral
111,111,111,belakang tentrem rumah saya monggo mampir ,netral
112,112,112,wahhh semarang ,netral
113,113,113,kesan pertama nginep disini kecewa banget datang dr jam 12 checkin baru bs jma 1730 itu pun dengan tidak tersedia kamar yg dipesanbpadahal sdh di peaan dr 1 minggu lalu dan sdh ok dr pihak hotelnya padahal sewa kamar yg 3juta malah suruh down grade ke deluxe yg harganya 15 juta dimana mana orang kl kesalahan dr hitel mqlah diupgrade ini malah suruh down grade,positif
114,114,114,kolam renang lantai putri duyung,netral
115,115,115,thx informasinya ce saya noted utk refrensi kalo stay di semarang hehehe,netral
116,116,116,bocan ke kota makassar ,netral
117,117,117,inspirasi banget sebelum review pasti cari solusi di channel ini,netral
118,118,118,selalu keren nih youtubenya bobo cantik,netral
119,119,119,wahh mantap ya bund kebetulan aku juga di semarang ini,netral
120,120,120,yok kak ke rumah ku,netral
121,121,121,bisa dicoba nanti kalau padma hotel semarang  bintang lima beroperasi,netral
122,122,122,sebentar lagi saingan sepadannya jadi hotel padma miliknya djarum,netral
123,123,123,review hotel paling bagus di cirebon dong apa,netral
124,124,124,kolam renang nya keren banget ,netral
125,125,125,pernah mau coba pas ada diskon traveloktapi gak jadi karna hari diskon dengan duty tak berbanding lurusmantap kakak bocansalam vlogger dari nganjuk jatim,netral
126,126,126,deposit kena berapa kak,netral
127,127,127,kembali keliling hotel bandung z bocan he,netral
128,128,128,keren banget bocan,netral
129,129,129,keren gue suka sama vlog ini,netral
130,130,130,the best reviewnya so far terima kasih bocan,positif
131,131,131,mantapppbocan kalo review hotel gini diendors g ,netral
132,132,132,review hotel di bengkulu dong hotel horizon tq bobor,netral
133,133,133,bocan bisa rievew kuliner jg ng,netral
134,134,134,mirip2 yaahh sama gumaya hotel di semarang juga hehe,netral
135,135,135,golden tulip batu dong bocan aku kangen kesana nih,positif
136,136,136,udah pernah ke manado belum coba destinasi disana selain hotel juga banyak destinasi2 wisata yang gak kalah kerennya termasuk kulinernya sedapsedap,netral
137,137,137,kamera nya baru kayanya lebih jernih dr biasamya mantul,netral
138,138,138,mudah2an bisa nginep dsini,netral
139,139,139,teruskan ci review2 hotelnya trutama utk range harga 12 jt an smangat trs,netral
140,140,140,hotel seruni next dong bocan,netral
141,141,141,paling suka sama chanel ini karena pengambilan gambarnya keeeren banget  dan me rivew hotelnya jelas banget semoga semakin sukses terus bocan ,netral
142,142,142,semoga lekas sembuh si kecil ati2 bocan ,netral
143,143,143,hotel mewah di manado dongggg,netral
144,144,144,bocan dalam sebulan tinggal di rumah brp kali ya hhheeee,netral
145,145,145,patut di coba ni kalau k semarang kereen bocan ,netral
146,146,146,mehong ni hotell,netral
147,147,147,halo mbak mau tanya kalo breakfast di hotel2 seperti ini apakah dibolehkan ngambil makanan seperlunya utk cemal cemil di kamar,netral
148,148,148,sangat informatif sekali videonya pengambilan gambarnyapun bagus suka,netral
149,149,149,keren bgt ,netral
150,150,150,woooooow kereeeeeeeeen kak,netral
151,151,151,keren banget review hotel tentrem semarang  rencana aku ada solusi menginap ke sana sambil mengajak keluarga liburan tambah asyik dan tambah betah aja soalnya pemandangannya lebih keren dab kece banget sukses selalu bocan,netral
152,152,152,yeay my hometown,netral
153,153,153,mantab bocan lebih modern ya dari tentrem jogja,positif
154,154,154,enak banget hotel disini sudah pernah nginap ada jacuzi ada sauna ada playground anak plus sebelahnya ada mall sayang masi sepi mallnya,netral
155,155,155,hadir  mbak baru masuk dh betah pa lagi nginapwah bisa gk mau pulangmantpsalam suksesti baraya,netral
156,156,156,11 menit yg lalu  keren ,netral
157,157,157,alhamdulillah sudah 2x ke sini ,netral
158,158,158,bagus banget,netral
159,159,159,comment ke 3,netral
160,160,160,langsung di klik dong firstdapet apa nih ,netral
161,161,161,keren bocan,netral
